,cip_id,sip_id,uri_id,user_agent_id,site_id
2410,2067,2,172,28,1083
2411,1978,2,174,716,395
2412,2036,2,392,26,1064
2413,2068,2,323,374,963
2414,2069,2,180,717,375
2415,2070,2,168,4,1084
2416,2071,2,165,36,503
2417,1287,2,183,465,421
2418,2072,2,162,431,368
2419,2073,2,179,131,748
2420,1259,2,165,360,353
2421,2074,3,398,718,1085
2422,2075,3,399,719,1086
2423,2076,3,400,720,27
2424,2076,3,342,720,27
2425,2077,3,401,45,1087
2426,2078,3,402,353,1088
2427,2074,3,403,718,1089
2428,2079,3,404,721,1090
2429,2080,3,405,722,1091
2430,2081,3,406,108,1092
2431,2081,3,407,108,1092
2432,2082,3,405,222,1093
2433,2083,3,408,54,1094
2434,2084,3,409,213,1095
2435,2085,3,410,54,1096
2436,2086,3,411,35,1097
2437,2087,3,405,85,1098
2438,2088,3,412,64,1099
2439,2089,3,413,45,1100
2440,2090,3,414,4,1101
2441,2091,3,415,77,1102
2442,2092,3,416,723,81
2443,2092,3,417,723,81
2444,2093,3,401,290,1103
2445,2094,3,418,4,1104
2446,2095,3,411,181,1105
2447,2096,3,405,490,1106
2448,2097,3,405,724,1107
2449,2098,3,410,725,1108
2450,2099,3,419,65,1109
2451,2100,3,420,726,1110
2452,2100,3,421,726,1110
2453,2100,3,422,726,1110
2454,2100,3,423,726,1110
2455,2100,3,424,726,1110
2456,2101,3,425,6,1111
2457,2102,3,405,374,1112
2458,2103,3,342,13,27
2459,2103,3,400,13,27
2460,2104,3,405,359,1113
2461,2105,3,412,727,1114
2462,2106,3,426,396,1115
2463,2093,3,401,290,1103
2464,2107,3,427,652,1116
2465,2108,3,428,34,1117
2466,2109,3,429,728,1118
2467,2110,3,405,729,1107
2468,2074,3,398,730,1085
2469,2111,3,430,131,1119
2470,2112,3,404,188,1120
2471,2113,3,406,6,1121
2472,2093,3,401,290,1122
2473,2074,3,403,730,1089
2474,2114,3,429,6,1123
2475,2115,3,431,6,1124
2476,2116,3,412,709,1114
2477,2117,3,428,327,1125
2478,2118,3,432,731,1126
2479,2119,3,405,732,1107
2480,2093,3,401,290,1127
2481,2120,3,433,188,1128
2482,2121,3,434,733,1129
2483,2122,3,418,4,1130
2484,2123,3,412,99,1114
2485,2124,3,405,734,1113
2486,2125,3,435,87,1131
2487,2126,3,418,75,1132
2488,2127,3,342,28,27
2489,2127,3,400,28,27
2490,2074,3,398,718,1085
2491,2128,3,412,735,1133
2492,2074,3,403,718,1089
2493,2129,3,401,4,1134
2494,2130,3,436,236,1135
2495,2131,3,342,736,27
2496,2131,3,400,736,27
2497,2132,3,437,7,1136
2498,2133,3,438,35,81
2499,2134,3,439,45,1137
2500,2135,3,440,276,1138
2501,2136,3,441,72,1139
2502,2137,3,442,6,1140
2503,2138,3,443,36,1141
2504,2139,3,444,72,1142
2505,2140,3,404,188,1143
2506,2141,3,445,737,1144
2507,2126,3,418,75,1145
2508,2142,3,204,34,423
2509,2143,3,405,738,1146
2510,2144,3,400,13,21
2511,2144,3,342,13,21
2512,2145,3,446,709,1147
2513,2146,3,405,739,1113
2514,2147,3,447,33,1148
2515,2111,3,430,131,1149
2516,2148,3,402,296,1088
2517,2149,3,448,4,1150
2518,2149,3,449,4,1150
2519,2149,3,450,4,1150
2520,2149,3,451,4,1150
2521,2150,3,452,9,1151
2522,2151,3,400,28,10
2523,2152,3,399,355,1152
2524,2153,3,412,13,1114
2525,2154,3,453,740,1153
2526,2129,3,401,4,1134
2527,2155,3,454,36,1154
2528,2156,3,455,741,1155
2529,2157,3,405,742,1146
2530,2158,3,456,4,1156
2531,2159,3,418,418,1157
2532,2160,3,52,427,225
2533,2074,3,398,730,1085
2534,2161,3,400,61,1158
2535,2161,3,457,61,1158
2536,2162,3,458,35,1159
2537,2162,3,459,35,1159
2538,2163,3,412,743,1114
2539,2162,3,460,35,1159
2540,2162,3,461,35,1159
2541,2164,3,412,15,1114
2542,2074,3,403,730,1089
2543,2147,3,462,33,1160
2544,2165,3,463,85,1161
2545,2166,3,400,744,10
2546,2167,3,431,274,1162
2547,2167,3,464,274,1162
2548,2166,3,342,744,10
2549,2155,3,454,36,1154
2550,2168,3,400,36,27
2551,2168,3,342,36,27
2552,2169,3,405,4,1113
2553,2170,3,465,4,1163
2554,2171,3,466,108,1164
2555,2172,3,467,85,1165
2556,2173,3,405,4,1166
2557,2174,3,418,88,1167
2558,2175,3,468,28,1168
2559,2176,3,411,745,1169
2560,2177,3,469,34,1170
2561,2178,3,470,116,1171
2562,2179,3,342,77,21
2563,2179,3,400,77,21
2564,2180,3,447,213,1148
2565,2074,3,398,718,1172
2566,2181,3,471,337,1173
2567,2182,3,405,746,1107
2568,2183,3,342,13,27
2569,2183,3,400,13,27
2570,2184,3,441,4,1174
2571,2185,3,428,747,1117
2572,2186,3,472,748,1175
2573,2187,3,473,4,1176
2574,2161,3,342,61,2
2575,2186,3,474,748,1177
2576,2188,3,405,749,1178
2577,2186,3,475,748,1177
2578,2189,3,408,47,1179
2579,2190,3,476,6,1180
2580,2191,3,400,750,27
2581,2191,3,342,750,27
2582,2192,3,477,276,1181
2583,2088,3,412,64,1182
2584,2193,3,342,751,10
2585,2193,3,400,751,10
2586,2194,3,418,752,1183
2587,2195,3,478,602,1184
2588,2196,3,479,35,1185
2589,2197,3,342,13,21
2590,2197,3,400,13,21
2591,2198,3,480,28,1186
2592,2199,3,481,6,81
2593,2200,3,482,15,1187
2594,2201,3,430,108,1119
2595,2202,3,483,136,19
2596,2203,3,484,35,1188
2597,2204,3,485,36,1189
2598,2205,3,486,232,1190
2599,2206,3,342,753,10
2600,2206,3,400,753,10
2601,2207,3,412,13,1114
2602,2208,3,405,566,1113
2603,2209,3,435,36,1131
2604,2210,3,487,108,1191
2605,2210,3,488,108,1191
2606,2210,3,489,108,1191
2607,2211,3,482,54,1192
2608,2155,3,454,36,1154
2609,2212,3,490,271,1193
2610,2213,3,398,148,1085
2611,2214,3,491,75,1194
2612,2074,3,398,730,1085
2613,2213,3,403,148,1089
2614,2215,3,492,47,1195
2615,2216,3,401,5,1196
2616,2074,3,403,730,1089
2617,2217,3,493,572,1197
2618,2218,3,494,754,1198
2619,2219,3,400,34,1199
2620,2219,3,457,34,1199
2621,2220,3,444,4,1200
2622,2219,3,495,34,1199
2623,2219,3,342,34,1199
2624,2221,3,418,288,1201
2625,2222,3,496,755,1202
2626,2223,3,473,756,1203
2627,2224,3,405,757,1107
2628,2225,3,497,45,81
2629,2226,3,400,445,21
2630,2227,3,405,758,1204
2631,2228,3,400,13,27
2632,2228,3,342,13,27
2633,2229,3,408,4,1205
2634,2230,3,402,48,1088
2635,2231,3,498,54,1206
2636,2232,3,342,759,27
2637,2232,3,400,759,27
2638,2233,3,412,391,1133
2639,2234,3,405,374,1112
2640,2074,3,398,718,1085
2641,2235,3,342,241,21
2642,2235,3,400,241,21
2643,2236,3,499,760,1207
2644,2074,3,403,718,1208
2645,2155,3,454,36,1154
2646,2237,3,500,25,1209
2647,2238,3,404,108,1210
2648,2239,3,405,761,1204
2649,2240,3,501,54,1211
2650,2241,3,502,36,1212
2651,2242,3,342,12,2
2652,2242,3,400,12,2
2653,2243,3,503,436,1213
2654,2244,3,404,108,1214
2655,2245,3,411,4,1105
2656,2246,3,435,13,1131
2657,2247,3,342,762,10
2658,2248,3,405,391,1113
2659,2249,3,504,763,1215
2660,2247,3,400,762,10
2661,2250,3,446,764,1216
2662,2093,3,401,290,1122
2663,2093,3,401,290,1217
2664,2251,3,444,72,1142
2665,2252,3,438,269,1218
2666,2253,3,505,393,1219
2667,2254,3,506,288,1220
2668,2255,3,428,4,1221
2669,2093,3,401,290,1122
2670,2256,3,405,765,1146
2671,2074,3,398,730,1085
2672,2257,3,408,571,1222
2673,2258,3,419,188,1223
2674,2259,3,410,4,1224
2675,2074,3,403,730,1089
2676,2260,3,507,98,1225
2677,2261,3,508,478,1226
2678,2262,3,509,766,1227
2679,2263,3,405,767,1107
2680,2264,3,412,13,1114
2681,2265,3,405,314,1107
2682,2266,3,510,26,1228
2683,2267,3,400,13,10
2684,2267,3,342,13,10
2685,2268,3,342,768,21
2686,2268,3,400,768,21
2687,2269,3,342,769,10
2688,2270,3,510,7,1229
2689,2269,3,400,769,10
2690,2271,3,511,475,1230
2691,2074,3,398,718,1085
2692,2271,3,511,475,1230
2693,2272,3,412,64,1133
2694,2074,3,403,718,1089
2695,2273,3,342,770,27
2696,2093,3,401,290,1217
2697,2274,3,404,771,1231
2698,2199,3,497,355,81
2699,2275,3,512,151,1232
2700,2273,3,400,770,27
2701,2276,3,400,281,2
2702,2276,3,342,281,2
2703,2175,3,468,28,1233
2704,2093,3,401,290,1234
2705,2277,3,444,4,1200
2706,2278,3,402,772,1088
2707,2279,3,412,379,1133
2708,2280,3,513,318,1235
2709,2281,3,404,54,1236
2710,2282,3,514,230,1237
2711,2283,3,433,240,1238
2712,2284,3,515,4,1239
2713,2285,3,412,296,1133
2714,2286,3,404,4,1240
2715,2287,3,471,13,1173
2716,2288,3,463,9,1241
2717,2129,3,401,4,1134
2718,2289,3,516,21,1242
2719,2268,3,400,768,27
2720,2268,3,342,768,27
2721,2290,3,405,773,1243
2722,2291,3,342,13,21
2723,2291,3,400,13,21
2724,2292,3,400,36,21
2725,2292,3,342,36,21
2726,2293,3,517,4,1244
2727,2294,3,518,774,1245
2728,2295,3,519,36,1246
2729,2296,3,400,13,10
2730,2296,3,342,13,10
2731,2297,3,405,18,1146
2732,2298,3,405,775,1098
2733,2299,3,404,776,1214
2734,2300,3,404,131,1247
2735,2301,3,405,777,1146
2736,2093,3,401,290,1248
2737,2302,3,471,104,1173
2738,2074,3,398,730,1085
2739,2303,3,400,429,1249
2740,2304,3,520,77,1250
2741,2305,3,479,13,1185
2742,2074,3,403,730,1089
2743,2306,3,483,36,19
2744,2307,3,418,108,1251
2745,2308,3,521,13,1252
2746,2309,3,400,281,10
2747,2309,3,342,281,10
2748,2310,3,401,45,1253
2749,2311,3,522,13,1254
2750,2312,3,523,224,1255
2751,2313,3,405,778,1256
2752,2314,3,430,779,1257
2753,2315,3,400,780,10
2754,2315,3,342,780,10
2755,2316,3,524,36,1258
2756,2317,3,418,108,1259
2757,2221,3,418,288,1260
2758,2318,3,412,35,1114
2759,2319,3,405,781,1146
2760,2320,3,400,782,10
2761,2321,3,525,783,1261
2762,2322,3,526,544,1262
2763,2307,3,418,108,1251
2764,2323,3,404,34,1263
2765,2324,3,527,13,1264
2766,2325,3,525,783,1265
2767,2326,3,412,88,1266
2768,2327,3,342,36,27
2769,2327,3,400,36,27
2770,2328,3,401,33,1267
2771,2329,3,512,151,1232
2772,2330,3,528,9,1268
2773,2331,3,342,36,319
2774,2331,3,400,36,319
2775,2332,3,486,36,1269
2776,2333,3,529,13,1270
2777,2334,3,472,544,1175
2778,2335,3,530,36,1271
2779,2334,3,474,544,1177
2780,2307,3,418,108,1272
2781,2336,3,531,678,1273
2782,2334,3,475,544,1177
2783,2337,3,532,422,1274
2784,2338,3,404,54,1275
2785,2129,3,401,4,1134
2786,2339,3,533,202,1276
2787,2340,3,534,209,1277
2788,2341,3,435,13,1131
2789,2342,3,400,784,1278
2790,2343,3,497,213,81
2791,2344,3,535,116,1279
2792,2345,3,536,34,1280
2793,2346,3,447,88,1148
2794,2347,3,537,54,1281
2795,2348,3,452,1,1282
2796,2349,3,512,151,1232
2797,2350,3,405,9,1283
2798,2093,3,401,290,1284
2799,2351,3,538,544,1285
2800,2349,3,512,151,1232
2801,2351,3,539,544,1285
2802,2351,3,540,544,1285
2803,2155,3,454,36,1154
2804,2352,3,515,72,1286
2805,2093,3,401,290,1287
2806,2353,3,405,785,1288
2807,2354,3,541,786,1289
2808,2355,3,410,4,1290
2809,2356,3,494,787,1198
2810,2357,3,486,788,1291
2811,2358,3,463,47,1292
2812,2074,3,398,730,1085
2813,2359,3,418,117,1183
2814,2360,3,435,77,1131
2815,2074,3,403,730,1089
2816,2155,3,454,36,1293
2817,2361,3,412,789,1133
2818,2362,3,542,35,1294
2819,2363,3,536,790,1295
2820,2364,3,543,345,1296
2821,2093,3,401,290,1297
2822,2365,3,476,4,1298
2823,2366,3,405,269,1299
2824,2367,3,406,4,1300
2825,2367,3,407,4,1300
2826,2155,3,454,36,1293
2827,2359,3,418,117,1183
2828,2368,3,418,138,1183
2829,2369,3,544,6,1301
2830,2370,3,545,9,1302
2831,2155,3,454,36,1154
2832,2371,3,546,445,1303
2833,2372,3,547,4,1304
2834,2074,3,398,718,1085
2835,2373,3,405,791,1305
2836,2374,3,415,13,1102
2837,2375,3,342,496,21
2838,2375,3,400,496,21
2839,2074,3,403,718,1089
2840,2376,3,405,792,1106
2841,2377,3,548,45,1306
2842,2378,3,528,793,1307
2843,2359,3,418,117,1308
2844,2379,3,549,645,1309
2845,2380,3,482,47,1310
2846,2381,3,550,443,1311
2847,2381,3,551,443,1311
2848,2382,3,552,36,1312
2849,2383,3,553,144,1313
2850,2384,3,552,36,1312
2851,2385,3,405,349,1098
2852,2386,3,412,5,1114
2853,2387,3,554,36,1314
2854,2388,3,483,54,1315
2855,2389,3,342,209,27
2856,2389,3,400,209,27
2857,2390,3,515,108,1316
2858,2391,3,405,794,1317
2859,2392,3,412,46,1114
2860,2393,3,555,795,1318
2861,2394,3,405,9,1256
2862,2395,3,556,544,1319
2863,2368,3,418,138,1183
2864,2396,3,405,4,1320
2865,2155,3,454,36,1293
2866,2397,3,483,796,1321
2867,2398,3,557,13,1322
2868,2399,3,402,13,1088
2869,2400,3,528,9,1268
2870,2401,3,558,797,1323
2871,2074,3,398,730,1085
2872,2378,3,528,445,1324
2873,2402,3,559,798,1325
2874,2403,3,428,560,1326
2875,2074,3,403,730,1089
2876,2404,3,471,36,1173
2877,2405,3,418,301,1327
2878,2406,3,405,799,1146
2879,2407,3,400,36,91
2880,2407,3,342,36,91
2881,2408,3,463,4,1328
2882,2409,3,483,36,19
2883,2410,3,405,800,1329
2884,2411,3,412,801,1114
2885,2412,3,342,802,2
2886,2413,3,405,803,1330
2887,2414,3,560,36,1331
2888,2412,3,400,802,2
2889,2415,3,400,35,10
2890,2415,3,342,35,10
2891,2416,3,444,4,1142
2892,2417,3,483,804,19
2893,2418,3,405,4,1098
2894,2419,3,429,786,1332
2895,2074,3,398,718,1085
2896,2420,3,405,684,81
2897,2074,3,403,718,1089
2898,2421,3,561,805,1333
2899,2093,3,401,290,1334
2900,2422,3,400,806,2
2901,2422,3,342,806,2
2902,2423,3,562,45,1335
2903,2423,3,563,45,1335
2904,2423,3,564,45,1335
2905,2424,3,405,345,1336
2906,2425,3,412,230,1133
2907,2279,3,514,379,1237
2908,2426,3,506,288,1220
2909,2427,3,405,359,1337
2910,2428,3,548,327,1338
2911,2429,3,430,131,1119
2912,2430,3,482,186,1187
2913,2431,3,565,36,1339
2914,2432,3,566,4,1340
2915,2433,3,567,807,1341
2916,2434,3,342,7,10
2917,2434,3,400,7,10
2918,2435,3,427,13,1116
2919,2378,3,528,808,1307
2920,2436,3,405,4,1113
2921,2437,3,568,148,1342
2922,2268,3,342,166,27
2923,2268,3,400,166,27
2924,2438,3,497,188,1343
2925,2439,3,569,209,1344
2926,2440,3,406,424,1345
2927,2441,3,482,45,1346
2928,2442,3,537,54,1347
2929,2443,3,405,191,1113
2930,2444,3,418,236,1348
2931,2444,3,418,236,1348
2932,2445,3,405,47,1349
2933,2446,3,405,69,1098
2934,2447,3,486,285,1350
2935,2074,3,398,730,1085
2936,2074,3,403,730,1089
2937,2448,3,415,188,1351
2938,2449,3,428,4,1352
2939,2133,3,570,13,81
2940,2450,3,571,116,1353
2941,2451,3,463,4,1354
2942,2452,3,412,809,1114
2943,2453,3,572,36,1355
2944,2454,3,510,55,1356
2945,2455,3,408,571,1222
2946,2456,3,405,810,1204
2947,2457,3,573,27,1357
2948,2348,3,452,27,1358
2949,2458,3,405,190,1112
2950,2459,3,400,137,91
2951,2459,3,342,137,91
2952,2460,3,574,811,1359
2953,2284,3,494,345,1198
2954,2461,3,405,812,1107
2955,2074,3,398,718,1085
2956,2074,3,403,718,1089
2957,2462,3,411,13,1360
2958,2463,3,482,236,1361
2959,2464,3,408,813,1222
2960,2465,3,400,209,27
2961,2465,3,342,209,27
2962,2466,3,412,30,1133
2963,2461,3,405,812,1107
2964,2467,3,435,7,1131
2965,2468,3,575,36,1362
2966,2093,3,401,290,1363
2967,2271,3,511,475,1364
2968,2469,3,400,13,2
2969,2469,3,342,13,2
2970,2470,3,342,25,27
2971,2470,3,400,25,27
2972,2471,3,471,13,1173
2973,2472,3,405,4,1365
2974,2317,3,418,108,1366
2975,2473,3,491,1,1367
2976,2440,3,554,36,1314
2977,2474,3,530,34,1271
2978,2475,3,404,108,1368
2979,2476,3,426,151,1115
2980,2477,3,512,151,1232
2981,2478,3,400,814,1369
2982,2479,3,415,111,1102
2983,2480,3,404,108,1120
2984,2481,3,520,815,1370
2985,2482,3,576,54,1371
2986,2483,3,405,816,1372
2987,2484,3,400,36,21
2988,2484,3,342,36,21
2989,2485,3,426,54,1373
2990,2074,3,398,730,1085
2991,2486,3,577,85,1374
2992,2487,3,405,490,1375
2993,2488,3,483,34,1376
2994,2489,3,578,544,1377
2995,2490,3,412,817,1133
2996,2074,3,403,730,1089
2997,2491,3,380,21,1378
2998,2492,3,400,36,10
2999,2492,3,342,36,10
3000,2453,3,572,36,1379
3001,2469,3,342,13,1380
3002,2493,3,508,112,1381
3003,2469,3,400,13,1380
3004,2494,3,579,45,1382
3005,2495,3,580,45,1383
3006,2495,3,581,45,1383
3007,2495,3,582,45,1383
3008,2495,3,583,45,1383
3009,2495,3,584,45,1383
3010,2496,3,585,54,1384
3011,2496,3,586,54,1384
3012,2497,3,520,783,1385
3013,2498,3,587,4,1386
3014,2074,3,398,718,1085
3015,2499,3,588,36,1387
3016,2500,3,589,108,1388
3017,2500,3,589,108,1389
3018,2074,3,403,718,1089
3019,2501,3,429,818,1390
3020,2502,3,410,819,1391
3021,2503,3,412,77,1114
3022,2504,3,483,68,1376
3023,2505,3,483,81,1315
3024,2506,3,590,820,1392
3025,2507,3,482,821,1393
3026,2508,3,418,4,1394
3027,2509,3,404,822,1395
3028,2510,3,405,823,1396
3029,2511,3,401,36,1397
3030,2512,3,447,36,1148
3031,2513,3,591,13,1398
3032,2152,3,399,355,1152
3033,2514,3,405,482,1098
3034,2515,3,342,12,21
3035,2515,3,400,12,21
3036,2516,3,592,4,1399
3037,2466,3,514,30,1237
3038,2517,3,404,824,1090
3039,2518,3,593,54,1400
3040,2519,3,342,36,21
3041,2519,3,400,36,21
3042,2520,3,594,75,1401
3043,2521,3,412,36,1402
3044,2522,3,447,46,1148
3045,2523,3,435,5,1131
3046,2524,3,405,825,1113
3047,2316,3,524,36,1258
3048,2478,3,457,814,1403
3049,2478,3,495,814,1403
3050,2478,3,342,814,1403
3051,2525,3,595,13,1404
3052,2526,3,428,4,1405
3053,2527,3,596,826,81
3054,2528,3,406,369,1121
3055,2529,3,597,36,1406
3056,2530,3,405,4,1407
3057,2531,3,405,827,1146
3058,2532,3,471,111,1173
3059,2533,3,405,256,1098
3060,2274,3,404,771,1231
3061,2534,3,400,28,21
3062,2534,3,342,28,21
3063,2074,3,398,730,1085
3064,2535,3,418,45,1408
3065,2536,3,598,828,1409
3066,2074,3,403,730,1089
3067,2537,3,412,315,1410
3068,2155,3,454,36,1411
3069,2538,3,520,6,1250
3070,2539,3,503,436,1412
3071,2540,3,497,55,81
3072,2155,3,454,36,1413
3073,2541,3,412,212,1114
3074,2542,3,463,4,1414
3075,2543,3,400,277,10
3076,2543,3,342,277,10
3077,2544,3,599,108,1415
3078,2545,3,520,209,1416
3079,2155,3,454,36,1413
3080,2534,3,342,28,2
3081,2534,3,400,28,2
3082,2546,3,600,4,1417
3083,2074,3,398,718,1172
3084,2547,3,413,45,1418
3085,2548,3,482,45,1192
3086,2549,3,412,25,1133
3087,2332,3,486,36,1269
3088,2550,3,400,670,21
3089,2550,3,342,670,21
3090,2551,3,412,25,1133
3091,2552,3,601,369,1419
3092,2553,3,602,4,1420
3093,2554,3,482,7,1187
3094,2486,3,577,85,1374
3095,2555,3,342,829,27
3096,2556,3,596,346,1421
3097,2555,3,400,829,27
3098,2557,3,402,99,1088
3099,2558,3,412,830,1133
3100,2486,3,577,85,1422
3101,2559,3,412,12,1114
3102,2560,3,433,34,1238
3103,2561,3,405,116,1113
3104,2551,3,412,25,1133
3105,2562,3,512,122,1232
3106,2563,3,603,108,1423
3107,2564,3,515,831,1424
3108,2551,3,412,25,1133
3109,2565,3,400,166,27
3110,2565,3,342,166,27
3111,2566,3,204,13,423
3112,2567,3,604,281,1425
3113,2440,3,554,436,1426
3114,2254,3,506,288,1220
3115,2568,3,605,337,1427
3116,2569,3,606,518,1428
3117,2567,3,604,281,1425
3118,2570,3,605,36,1427
3119,2571,3,607,4,1429
3120,2572,3,518,832,1245
3121,2573,3,400,13,2
3122,2573,3,342,13,2
3123,2574,3,485,782,1430
3124,2575,3,485,4,1431
3125,2576,3,405,184,1146
3126,2577,3,405,833,1146
3127,2074,3,398,730,1085
3128,2578,3,608,834,1432
3129,2579,3,609,65,1433
3130,2074,3,403,730,1089
3131,2580,3,418,4,1394
3132,2581,3,610,4,1434
3133,2582,3,611,835,1435
3134,2583,3,412,608,1114
3135,2584,3,602,4,1420
3136,2585,3,605,36,1427
3137,2586,3,537,836,1436
3138,2587,3,444,4,1200
3139,2588,3,428,85,1352
3140,2589,3,497,837,1437
3141,2590,3,612,7,1438
3142,2591,3,476,4,1439
3143,2592,3,613,838,1440
3144,2593,3,508,45,1441
3145,2594,3,614,839,1442
3146,2595,3,435,166,1131
3147,2596,3,418,4,1443
3148,2500,3,615,108,1444
3149,2594,3,616,839,1442
3150,2597,3,405,840,1098
3151,2074,3,398,718,1085
3152,2598,3,405,213,1098
3153,2599,3,342,36,27
3154,2599,3,400,36,27
3155,2074,3,403,718,1208
3156,2600,3,617,841,1445
3157,2601,3,510,27,1229
3158,2602,3,428,108,1446
3159,2603,3,418,108,1447
3160,2440,3,554,436,1426
3161,2604,3,618,34,1448
3162,2605,3,619,15,1449
3163,2606,3,457,88,1450
3164,2606,3,400,88,1450
3165,2607,3,508,4,1451
3166,2568,3,605,337,1427
3167,2608,3,405,116,1452
3168,2609,3,418,4,1453
3169,2610,3,452,4,1454
3170,2568,3,605,337,1427
3171,2611,3,412,842,1133
3172,2612,3,412,783,1114
3173,2613,3,444,47,1142
3174,2614,3,620,75,1455
3175,2615,3,510,709,1356
3176,2616,3,412,783,1114
3177,2612,3,412,783,1114
3178,2617,3,621,64,1456
3179,2618,3,412,783,1114
3180,2619,3,412,783,1114
3181,2620,3,477,843,1457
3182,2602,3,428,108,1458
3183,2621,3,412,783,1114
3184,2622,3,401,108,1134
3185,2439,3,569,21,1459
3186,2623,3,622,45,1460
3187,2624,3,623,35,1461
3188,2603,3,418,108,1462
3189,2625,3,624,34,1463
3190,2626,3,412,264,1133
3191,2627,3,497,108,1464
3192,2627,3,497,108,1464
3193,2627,3,497,108,1464
3194,2602,3,428,108,1458
3195,2628,3,418,844,1465
3196,2622,3,401,108,1466
3197,2629,3,402,12,1088
3198,2630,3,404,34,1467
3199,2631,3,503,36,1412
3200,2622,3,401,108,1468
3201,2632,3,625,4,1469
3202,2549,3,514,25,1237
3203,2633,3,404,108,1470
3204,2634,3,467,230,1471
3205,2558,3,514,830,1237
3206,2635,3,400,845,27
3207,2635,3,342,845,27
3208,2636,3,559,4,1325
3209,2637,3,626,150,1472
3210,2638,3,405,846,1243
3211,2074,3,398,730,1085
3212,2639,3,434,327,1473
3213,2640,3,627,847,1474
3214,2440,3,554,436,1426
3215,2625,3,624,34,1475
3216,2641,3,405,37,1396
3217,2642,3,412,131,1476
3218,2074,3,403,730,1089
3219,2643,3,380,13,1477
3220,2644,3,628,13,81
3221,2645,3,342,146,2
3222,2645,3,400,146,2
3223,2646,3,494,4,1198
3224,2647,3,412,848,1114
3225,2648,3,476,783,1478
3226,2649,3,476,783,1479
3227,2093,3,401,290,1217
3228,2321,3,476,783,1480
3229,2650,3,452,269,1481
3230,2651,3,400,13,2
3231,2651,3,342,13,2
3232,2652,3,476,783,1482
3233,2653,3,605,12,1427
3234,2654,3,476,783,1483
3235,2655,3,429,88,1484
3236,2656,3,405,849,1485
3237,2657,3,342,13,27
3238,2657,3,400,13,27
3239,2658,3,629,850,1486
3240,2659,3,429,786,1332
3241,2660,3,405,851,1107
3242,2622,3,401,108,1487
3243,2093,3,401,290,1122
3244,2661,3,630,6,1488
3245,2662,3,400,852,21
3246,2662,3,342,852,21
3247,2663,3,405,853,1489
3248,2664,3,631,177,1490
3249,2074,3,398,718,1085
3250,2093,3,401,290,1127
3251,2665,3,342,35,21
3252,2665,3,400,35,21
3253,2074,3,403,718,1089
3254,2666,3,482,116,1491
3255,2667,3,631,36,1492
3256,2668,3,632,426,1493
3257,2669,3,572,7,1494
3258,2670,3,633,108,1495
3259,2671,3,634,36,1496
3260,2672,3,605,25,1427
3261,2673,3,594,301,1497
3262,2662,3,400,852,27
3263,2662,3,342,852,27
3264,2674,3,410,854,1498
3265,2675,3,635,855,1499
3266,2676,3,591,4,1500
3267,2677,3,400,104,2
3268,2677,3,342,104,2
3269,2534,3,342,28,10
3270,2534,3,400,28,10
3271,2678,3,598,12,1409
3272,2679,3,402,36,1088
3273,2680,3,463,188,1501
3274,2093,3,401,290,1122
3275,2093,3,401,290,1234
3276,2681,3,405,856,1502
3277,2682,3,636,857,1503
3278,2683,3,405,47,1504
3279,2684,3,471,36,1173
3280,2685,3,532,116,1505
3281,2093,3,401,290,1506
3282,2686,3,609,383,1507
3283,2687,3,637,858,1508
3284,2688,3,400,36,21
3285,2688,3,342,36,21
3286,2316,3,524,36,1258
3287,2687,3,637,858,1508
3288,2534,3,342,28,2
3289,2534,3,400,28,2
3290,2689,3,508,859,1451
3291,2690,3,638,396,1509
3292,2565,3,400,166,21
3293,2565,3,342,166,21
3294,2551,3,514,25,1237
3295,2691,3,405,374,1112
3296,2692,3,404,21,1510
3297,2693,3,400,5,27
3298,2622,3,401,108,1511
3299,2694,3,412,391,1133
3300,2695,3,412,758,1133
3301,2074,3,398,730,1085
3302,2696,3,609,232,1512
3303,2074,3,403,730,1089
3304,2697,3,408,432,1513
3305,2698,3,400,36,21
3306,2699,3,639,860,1514
3307,2698,3,342,36,21
3308,2377,3,548,45,1306
3309,2151,3,400,28,21
3310,2700,3,640,861,1515
3311,2701,3,405,729,1107
3312,2534,3,342,28,27
3313,2534,3,400,28,27
3314,2702,3,633,862,1516
3315,2350,3,405,863,1517
3316,2100,3,421,864,1110
3317,2100,3,422,864,1110
3318,2100,3,423,864,1110
3319,2100,3,420,864,1110
3320,2100,3,421,864,1110
3321,2100,3,424,864,1110
3322,2100,3,420,864,1110
3323,2100,3,424,864,1110
3324,2100,3,422,864,1110
3325,2100,3,423,864,1110
3326,2703,3,641,45,1518
3327,2704,3,463,865,1519
3328,2705,3,642,108,1520
3329,2706,3,569,783,1344
3330,2680,3,463,188,1521
3331,2707,3,529,36,1270
3332,2708,3,482,79,1187
3333,2709,3,643,148,1522
3334,2710,3,502,5,1523
3335,2711,3,405,694,1336
3336,2712,3,644,36,1524
3337,2622,3,401,108,1525
3338,2622,3,401,108,1526
3339,2713,3,342,866,10
3340,2713,3,400,866,10
3341,2714,3,457,188,288
3342,2715,3,594,4,1527
3343,2534,3,342,28,1528
3344,2714,3,400,188,288
3345,2534,3,400,28,1528
3346,2716,3,404,144,1529
3347,2717,3,645,369,1530
3348,2105,3,435,318,1131
3349,2714,3,342,188,288
3350,2714,3,495,188,288
3351,2718,3,418,4,1531
3352,2719,3,646,36,1532
