,cip_id,sip_id,uri_id,user_agent_id,site_id,device_id
2689,2269,3,400,769,10,2322
2690,2271,3,511,475,1230,2324
2691,2074,3,398,718,1085,2126
2692,2271,3,511,475,1230,2324
2693,2272,3,412,64,1133,2325
2694,2074,3,403,718,1089,2126
2695,2273,3,342,770,27,2326
2696,2093,3,401,290,1217,2145
2697,2274,3,404,771,1231,2327
2698,2199,3,497,355,81,2328
2699,2275,3,512,151,1232,2329
2700,2273,3,400,770,27,2326
2701,2276,3,400,281,2,2330
2702,2276,3,342,281,2,2330
2703,2175,3,468,28,1233,2228
2704,2093,3,401,290,1234,2145
2705,2277,3,444,4,1200,2331
2706,2278,3,402,772,1088,2332
2707,2279,3,412,379,1133,2333
2708,2280,3,513,318,1235,2334
2709,2281,3,404,54,1236,2335
2710,2282,3,514,230,1237,2336
2711,2283,3,433,240,1238,2337
2712,2284,3,515,4,1239,2338
2713,2285,3,412,296,1133,2339
2714,2286,3,404,4,1240,2340
2715,2287,3,471,13,1173,2341
2716,2288,3,463,9,1241,2342
2717,2129,3,401,4,1134,2182
2718,2289,3,516,21,1242,2343
2719,2268,3,400,768,27,2321
2720,2268,3,342,768,27,2321
2721,2290,3,405,773,1243,2344
2722,2291,3,342,13,21,2345
2723,2291,3,400,13,21,2345
2724,2292,3,400,36,21,2346
2725,2292,3,342,36,21,2346
2726,2293,3,517,4,1244,2347
2727,2294,3,518,774,1245,2348
2728,2295,3,519,36,1246,2349
2729,2296,3,400,13,10,2350
2730,2296,3,342,13,10,2350
2731,2297,3,405,18,1146,2351
2732,2298,3,405,775,1098,2352
2733,2299,3,404,776,1214,2353
2734,2300,3,404,131,1247,2354
2735,2301,3,405,777,1146,2355
2736,2093,3,401,290,1248,2145
2737,2302,3,471,104,1173,2356
2738,2074,3,398,730,1085,2163
2739,2303,3,400,429,1249,2357
2740,2304,3,520,77,1250,2358
2741,2305,3,479,13,1185,2359
2742,2074,3,403,730,1089,2163
2743,2306,3,483,36,19,2360
2744,2307,3,418,108,1251,2361
2745,2308,3,521,13,1252,2362
2746,2309,3,400,281,10,2363
2747,2309,3,342,281,10,2363
2748,2310,3,401,45,1253,2364
2749,2311,3,522,13,1254,2365
2750,2312,3,523,224,1255,2366
2751,2313,3,405,778,1256,2367
2752,2314,3,430,779,1257,2368
2753,2315,3,400,780,10,2369
2754,2315,3,342,780,10,2369
2755,2316,3,524,36,1258,2370
2756,2317,3,418,108,1259,2371
2757,2221,3,418,288,1260,2274
2758,2318,3,412,35,1114,2372
2759,2319,3,405,781,1146,2373
2760,2320,3,400,782,10,2374
2761,2321,3,525,783,1261,2375
2762,2322,3,526,544,1262,2376
2763,2307,3,418,108,1251,2361
2764,2323,3,404,34,1263,2377
2765,2324,3,527,13,1264,2378
2766,2325,3,525,783,1265,2379
2767,2326,3,412,88,1266,2380
2768,2327,3,342,36,27,2381
2769,2327,3,400,36,27,2381
2770,2328,3,401,33,1267,2382
2771,2329,3,512,151,1232,2383
2772,2330,3,528,9,1268,2384
2773,2331,3,342,36,319,2385
2774,2331,3,400,36,319,2385
2775,2332,3,486,36,1269,2386
2776,2333,3,529,13,1270,2387
2777,2334,3,472,544,1175,2388
2778,2335,3,530,36,1271,2389
2779,2334,3,474,544,1177,2388
2780,2307,3,418,108,1272,2361
2781,2336,3,531,678,1273,2390
2782,2334,3,475,544,1177,2388
2783,2337,3,532,422,1274,2391
2784,2338,3,404,54,1275,2392
2785,2129,3,401,4,1134,2182
2786,2339,3,533,202,1276,2393
2787,2340,3,534,209,1277,2394
2788,2341,3,435,13,1131,2395
2789,2342,3,400,784,1278,2396
2790,2343,3,497,213,81,2397
2791,2344,3,535,116,1279,2398
2792,2345,3,536,34,1280,2399
2793,2346,3,447,88,1148,2400
2794,2347,3,537,54,1281,2401
2795,2348,3,452,1,1282,2402
2796,2349,3,512,151,1232,2403
2797,2350,3,405,9,1283,2404
2798,2093,3,401,290,1284,2145
2799,2351,3,538,544,1285,2405
2800,2349,3,512,151,1232,2403
2801,2351,3,539,544,1285,2405
2802,2351,3,540,544,1285,2405
2803,2155,3,454,36,1154,2208
2804,2352,3,515,72,1286,2406
2805,2093,3,401,290,1287,2145
2806,2353,3,405,785,1288,2407
2807,2354,3,541,786,1289,2408
2808,2355,3,410,4,1290,2409
2809,2356,3,494,787,1198,2410
2810,2357,3,486,788,1291,2411
2811,2358,3,463,47,1292,2412
2812,2074,3,398,730,1085,2163
2813,2359,3,418,117,1183,2413
2814,2360,3,435,77,1131,2414
2815,2074,3,403,730,1089,2163
2816,2155,3,454,36,1293,2208
2817,2361,3,412,789,1133,2415
2818,2362,3,542,35,1294,2416
2819,2363,3,536,790,1295,2417
2820,2364,3,543,345,1296,2418
2821,2093,3,401,290,1297,2145
2822,2365,3,476,4,1298,2419
2823,2366,3,405,269,1299,2420
2824,2367,3,406,4,1300,2421
2825,2367,3,407,4,1300,2421
2826,2155,3,454,36,1293,2208
2827,2359,3,418,117,1183,2413
2828,2368,3,418,138,1183,2422
2829,2369,3,544,6,1301,2423
2830,2370,3,545,9,1302,2424
2831,2155,3,454,36,1154,2208
2832,2371,3,546,445,1303,2425
2833,2372,3,547,4,1304,2426
2834,2074,3,398,718,1085,2126
2835,2373,3,405,791,1305,2427
2836,2374,3,415,13,1102,2428
2837,2375,3,342,496,21,2429
2838,2375,3,400,496,21,2429
2839,2074,3,403,718,1089,2126
2840,2376,3,405,792,1106,2430
2841,2377,3,548,45,1306,2431
2842,2378,3,528,793,1307,2432
2843,2359,3,418,117,1308,2413
2844,2379,3,549,645,1309,2433
2845,2380,3,482,47,1310,2434
2846,2381,3,550,443,1311,2435
2847,2381,3,551,443,1311,2435
2848,2382,3,552,36,1312,2436
2849,2383,3,553,144,1313,2437
2850,2384,3,552,36,1312,2438
2851,2385,3,405,349,1098,2439
2852,2386,3,412,5,1114,2440
2853,2387,3,554,36,1314,2441
2854,2388,3,483,54,1315,2442
2855,2389,3,342,209,27,2443
2856,2389,3,400,209,27,2443
2857,2390,3,515,108,1316,2444
2858,2391,3,405,794,1317,2445
2859,2392,3,412,46,1114,2446
2860,2393,3,555,795,1318,2447
2861,2394,3,405,9,1256,2448
2862,2395,3,556,544,1319,2449
2863,2368,3,418,138,1183,2422
2864,2396,3,405,4,1320,2450
2865,2155,3,454,36,1293,2208
2866,2397,3,483,796,1321,2451
2867,2398,3,557,13,1322,2452
2868,2399,3,402,13,1088,2453
2869,2400,3,528,9,1268,2454
2870,2401,3,558,797,1323,2455
2871,2074,3,398,730,1085,2163
2872,2378,3,528,445,1324,2456
2873,2402,3,559,798,1325,2457
2874,2403,3,428,560,1326,2458
2875,2074,3,403,730,1089,2163
2876,2404,3,471,36,1173,2459
2877,2405,3,418,301,1327,2460
2878,2406,3,405,799,1146,2461
2879,2407,3,400,36,91,2462
2880,2407,3,342,36,91,2462
2881,2408,3,463,4,1328,2463
2882,2409,3,483,36,19,2464
2883,2410,3,405,800,1329,2465
2884,2411,3,412,801,1114,2466
2885,2412,3,342,802,2,2467
2886,2413,3,405,803,1330,2468
2887,2414,3,560,36,1331,2469
2888,2412,3,400,802,2,2467
2889,2415,3,400,35,10,2470
2890,2415,3,342,35,10,2470
2891,2416,3,444,4,1142,2471
2892,2417,3,483,804,19,2472
2893,2418,3,405,4,1098,2473
2894,2419,3,429,786,1332,2474
2895,2074,3,398,718,1085,2126
2896,2420,3,405,684,81,2475
2897,2074,3,403,718,1089,2126
2898,2421,3,561,805,1333,2476
2899,2093,3,401,290,1334,2145
2900,2422,3,400,806,2,2477
2901,2422,3,342,806,2,2477
2902,2423,3,562,45,1335,2478
2903,2423,3,563,45,1335,2478
2904,2423,3,564,45,1335,2478
2905,2424,3,405,345,1336,2479
2906,2425,3,412,230,1133,2480
2907,2279,3,514,379,1237,2333
2908,2426,3,506,288,1220,2481
2909,2427,3,405,359,1337,2482
2910,2428,3,548,327,1338,2483
2911,2429,3,430,131,1119,2484
2912,2430,3,482,186,1187,2485
2913,2431,3,565,36,1339,2486
2914,2432,3,566,4,1340,2487
2915,2433,3,567,807,1341,2488
2916,2434,3,342,7,10,2489
2917,2434,3,400,7,10,2489
2918,2435,3,427,13,1116,2490
2919,2378,3,528,808,1307,2491
2920,2436,3,405,4,1113,2492
2921,2437,3,568,148,1342,2493
2922,2268,3,342,166,27,2494
2923,2268,3,400,166,27,2494
2924,2438,3,497,188,1343,2495
2925,2439,3,569,209,1344,2496
2926,2440,3,406,424,1345,2497
2927,2441,3,482,45,1346,2498
2928,2442,3,537,54,1347,2499
2929,2443,3,405,191,1113,2500
2930,2444,3,418,236,1348,2501
2931,2444,3,418,236,1348,2501
2932,2445,3,405,47,1349,2502
2933,2446,3,405,69,1098,2503
2934,2447,3,486,285,1350,2504
2935,2074,3,398,730,1085,2163
2936,2074,3,403,730,1089,2163
2937,2448,3,415,188,1351,2505
2938,2449,3,428,4,1352,2506
2939,2133,3,570,13,81,2507
2940,2450,3,571,116,1353,2508
2941,2451,3,463,4,1354,2509
2942,2452,3,412,809,1114,2510
2943,2453,3,572,36,1355,2511
2944,2454,3,510,55,1356,2512
2945,2455,3,408,571,1222,2513
2946,2456,3,405,810,1204,2514
2947,2457,3,573,27,1357,2515
2948,2348,3,452,27,1358,2516
2949,2458,3,405,190,1112,2517
2950,2459,3,400,137,91,2518
2951,2459,3,342,137,91,2518
2952,2460,3,574,811,1359,2519
2953,2284,3,494,345,1198,2520
2954,2461,3,405,812,1107,2521
2955,2074,3,398,718,1085,2126
2956,2074,3,403,718,1089,2126
2957,2462,3,411,13,1360,2522
2958,2463,3,482,236,1361,2523
2959,2464,3,408,813,1222,2524
2960,2465,3,400,209,27,2525
2961,2465,3,342,209,27,2525
2962,2466,3,412,30,1133,2526
2963,2461,3,405,812,1107,2521
2964,2467,3,435,7,1131,2527
2965,2468,3,575,36,1362,2528
2966,2093,3,401,290,1363,2145
2967,2271,3,511,475,1364,2324
2968,2469,3,400,13,2,2529
2969,2469,3,342,13,2,2529
2970,2470,3,342,25,27,2530
2971,2470,3,400,25,27,2530
2972,2471,3,471,13,1173,2531
2973,2472,3,405,4,1365,2532
2974,2317,3,418,108,1366,2371
2975,2473,3,491,1,1367,2533
2976,2440,3,554,36,1314,2534
2977,2474,3,530,34,1271,2535
2978,2475,3,404,108,1368,2536
2979,2476,3,426,151,1115,2537
2980,2477,3,512,151,1232,2538
2981,2478,3,400,814,1369,2539
2982,2479,3,415,111,1102,2540
2983,2480,3,404,108,1120,2541
2984,2481,3,520,815,1370,2542
2985,2482,3,576,54,1371,2543
2986,2483,3,405,816,1372,2544
2987,2484,3,400,36,21,2545
2988,2484,3,342,36,21,2545
2989,2485,3,426,54,1373,2546
2990,2074,3,398,730,1085,2163
2991,2486,3,577,85,1374,2547
2992,2487,3,405,490,1375,2548
2993,2488,3,483,34,1376,2549
2994,2489,3,578,544,1377,2550
2995,2490,3,412,817,1133,2551
2996,2074,3,403,730,1089,2163
2997,2491,3,380,21,1378,2552
2998,2492,3,400,36,10,2553
2999,2492,3,342,36,10,2553
3000,2453,3,572,36,1379,2511
3001,2469,3,342,13,1380,2529
3002,2493,3,508,112,1381,2554
3003,2469,3,400,13,1380,2529
3004,2494,3,579,45,1382,2555
3005,2495,3,580,45,1383,2556
3006,2495,3,581,45,1383,2556
3007,2495,3,582,45,1383,2556
3008,2495,3,583,45,1383,2556
3009,2495,3,584,45,1383,2556
3010,2496,3,585,54,1384,2557
3011,2496,3,586,54,1384,2557
3012,2497,3,520,783,1385,2558
3013,2498,3,587,4,1386,2559
3014,2074,3,398,718,1085,2126
3015,2499,3,588,36,1387,2560
3016,2500,3,589,108,1388,2561
3017,2500,3,589,108,1389,2561
3018,2074,3,403,718,1089,2126
3019,2501,3,429,818,1390,2562
3020,2502,3,410,819,1391,2563
3021,2503,3,412,77,1114,2564
3022,2504,3,483,68,1376,2565
3023,2505,3,483,81,1315,2566
3024,2506,3,590,820,1392,2567
3025,2507,3,482,821,1393,2568
3026,2508,3,418,4,1394,2569
3027,2509,3,404,822,1395,2570
3028,2510,3,405,823,1396,2571
3029,2511,3,401,36,1397,2572
3030,2512,3,447,36,1148,2573
3031,2513,3,591,13,1398,2574
3032,2152,3,399,355,1152,2205
3033,2514,3,405,482,1098,2575
3034,2515,3,342,12,21,2576
3035,2515,3,400,12,21,2576
3036,2516,3,592,4,1399,2577
3037,2466,3,514,30,1237,2526
3038,2517,3,404,824,1090,2578
3039,2518,3,593,54,1400,2579
3040,2519,3,342,36,21,2580
3041,2519,3,400,36,21,2580
3042,2520,3,594,75,1401,2581
3043,2521,3,412,36,1402,2582
3044,2522,3,447,46,1148,2583
3045,2523,3,435,5,1131,2584
3046,2524,3,405,825,1113,2585
3047,2316,3,524,36,1258,2370
3048,2478,3,457,814,1403,2539
3049,2478,3,495,814,1403,2539
3050,2478,3,342,814,1403,2539
3051,2525,3,595,13,1404,2586
3052,2526,3,428,4,1405,2587
3053,2527,3,596,826,81,2588
3054,2528,3,406,369,1121,2589
3055,2529,3,597,36,1406,2590
3056,2530,3,405,4,1407,2591
3057,2531,3,405,827,1146,2592
3058,2532,3,471,111,1173,2593
3059,2533,3,405,256,1098,2594
3060,2274,3,404,771,1231,2327
3061,2534,3,400,28,21,2595
3062,2534,3,342,28,21,2595
3063,2074,3,398,730,1085,2163
3064,2535,3,418,45,1408,2596
3065,2536,3,598,828,1409,2597
3066,2074,3,403,730,1089,2163
3067,2537,3,412,315,1410,2598
3068,2155,3,454,36,1411,2208
3069,2538,3,520,6,1250,2599
3070,2539,3,503,436,1412,2600
3071,2540,3,497,55,81,2601
3072,2155,3,454,36,1413,2208
3073,2541,3,412,212,1114,2602
3074,2542,3,463,4,1414,2603
3075,2543,3,400,277,10,2604
3076,2543,3,342,277,10,2604
3077,2544,3,599,108,1415,2605
3078,2545,3,520,209,1416,2606
3079,2155,3,454,36,1413,2208
3080,2534,3,342,28,2,2595
3081,2534,3,400,28,2,2595
3082,2546,3,600,4,1417,2607
3083,2074,3,398,718,1172,2126
3084,2547,3,413,45,1418,2608
3085,2548,3,482,45,1192,2609
3086,2549,3,412,25,1133,2610
3087,2332,3,486,36,1269,2386
3088,2550,3,400,670,21,2611
3089,2550,3,342,670,21,2611
3090,2551,3,412,25,1133,2612
3091,2552,3,601,369,1419,2613
3092,2553,3,602,4,1420,2614
3093,2554,3,482,7,1187,2615
3094,2486,3,577,85,1374,2547
3095,2555,3,342,829,27,2616
3096,2556,3,596,346,1421,2617
3097,2555,3,400,829,27,2616
3098,2557,3,402,99,1088,2618
3099,2558,3,412,830,1133,2619
3100,2486,3,577,85,1422,2547
3101,2559,3,412,12,1114,2620
3102,2560,3,433,34,1238,2621
3103,2561,3,405,116,1113,2622
3104,2551,3,412,25,1133,2612
3105,2562,3,512,122,1232,2623
3106,2563,3,603,108,1423,2624
3107,2564,3,515,831,1424,2625
3108,2551,3,412,25,1133,2612
3109,2565,3,400,166,27,2626
3110,2565,3,342,166,27,2626
3111,2566,3,204,13,423,2627
3112,2567,3,604,281,1425,2628
3113,2440,3,554,436,1426,2629
3114,2254,3,506,288,1220,2307
3115,2568,3,605,337,1427,2630
3116,2569,3,606,518,1428,2631
3117,2567,3,604,281,1425,2628
3118,2570,3,605,36,1427,2632
3119,2571,3,607,4,1429,2633
3120,2572,3,518,832,1245,2634
3121,2573,3,400,13,2,2635
3122,2573,3,342,13,2,2635
3123,2574,3,485,782,1430,2636
3124,2575,3,485,4,1431,2637
3125,2576,3,405,184,1146,2638
3126,2577,3,405,833,1146,2639
3127,2074,3,398,730,1085,2163
3128,2578,3,608,834,1432,2640
3129,2579,3,609,65,1433,2641
3130,2074,3,403,730,1089,2163
3131,2580,3,418,4,1394,2642
3132,2581,3,610,4,1434,2643
3133,2582,3,611,835,1435,2644
3134,2583,3,412,608,1114,2645
3135,2584,3,602,4,1420,2646
3136,2585,3,605,36,1427,2647
3137,2586,3,537,836,1436,2648
3138,2587,3,444,4,1200,2649
3139,2588,3,428,85,1352,2650
3140,2589,3,497,837,1437,2651
3141,2590,3,612,7,1438,2652
3142,2591,3,476,4,1439,2653
3143,2592,3,613,838,1440,2654
3144,2593,3,508,45,1441,2655
3145,2594,3,614,839,1442,2656
3146,2595,3,435,166,1131,2657
3147,2596,3,418,4,1443,260
3148,2500,3,615,108,1444,2561
3149,2594,3,616,839,1442,2656
3150,2597,3,405,840,1098,2658
3151,2074,3,398,718,1085,2126
3152,2598,3,405,213,1098,2659
3153,2599,3,342,36,27,2660
3154,2599,3,400,36,27,2660
3155,2074,3,403,718,1208,2126
3156,2600,3,617,841,1445,2661
3157,2601,3,510,27,1229,2662
3158,2602,3,428,108,1446,2663
3159,2603,3,418,108,1447,2664
3160,2440,3,554,436,1426,2629
3161,2604,3,618,34,1448,2665
3162,2605,3,619,15,1449,2666
3163,2606,3,457,88,1450,2667
3164,2606,3,400,88,1450,2667
3165,2607,3,508,4,1451,2668
3166,2568,3,605,337,1427,2630
3167,2608,3,405,116,1452,2669
3168,2609,3,418,4,1453,2670
3169,2610,3,452,4,1454,2671
3170,2568,3,605,337,1427,2630
3171,2611,3,412,842,1133,2672
3172,2612,3,412,783,1114,2673
3173,2613,3,444,47,1142,2674
3174,2614,3,620,75,1455,2675
3175,2615,3,510,709,1356,2676
3176,2616,3,412,783,1114,2677
3177,2612,3,412,783,1114,2673
3178,2617,3,621,64,1456,2678
3179,2618,3,412,783,1114,2679
3180,2619,3,412,783,1114,2680
3181,2620,3,477,843,1457,2681
3182,2602,3,428,108,1458,2663
3183,2621,3,412,783,1114,2682
3184,2622,3,401,108,1134,2683
3185,2439,3,569,21,1459,2684
3186,2623,3,622,45,1460,2685
3187,2624,3,623,35,1461,2686
3188,2603,3,418,108,1462,2664
3189,2625,3,624,34,1463,2687
3190,2626,3,412,264,1133,2688
3191,2627,3,497,108,1464,2689
3192,2627,3,497,108,1464,2689
3193,2627,3,497,108,1464,2689
3194,2602,3,428,108,1458,2663
3195,2628,3,418,844,1465,2690
3196,2622,3,401,108,1466,2683
3197,2629,3,402,12,1088,2691
3198,2630,3,404,34,1467,2692
3199,2631,3,503,36,1412,2693
3200,2622,3,401,108,1468,2683
3201,2632,3,625,4,1469,2694
3202,2549,3,514,25,1237,2610
3203,2633,3,404,108,1470,2695
3204,2634,3,467,230,1471,2696
3205,2558,3,514,830,1237,2619
3206,2635,3,400,845,27,2697
3207,2635,3,342,845,27,2697
3208,2636,3,559,4,1325,2698
3209,2637,3,626,150,1472,2699
3210,2638,3,405,846,1243,2700
3211,2074,3,398,730,1085,2163
3212,2639,3,434,327,1473,2701
3213,2640,3,627,847,1474,2702
3214,2440,3,554,436,1426,2629
3215,2625,3,624,34,1475,2687
3216,2641,3,405,37,1396,2703
3217,2642,3,412,131,1476,2704
3218,2074,3,403,730,1089,2163
3219,2643,3,380,13,1477,2705
3220,2644,3,628,13,81,2706
3221,2645,3,342,146,2,2707
3222,2645,3,400,146,2,2707
3223,2646,3,494,4,1198,2708
3224,2647,3,412,848,1114,2709
3225,2648,3,476,783,1478,2710
3226,2649,3,476,783,1479,2711
3227,2093,3,401,290,1217,2145
3228,2321,3,476,783,1480,2375
3229,2650,3,452,269,1481,2712
3230,2651,3,400,13,2,2713
3231,2651,3,342,13,2,2713
3232,2652,3,476,783,1482,2714
3233,2653,3,605,12,1427,2715
3234,2654,3,476,783,1483,2716
3235,2655,3,429,88,1484,2717
3236,2656,3,405,849,1485,2718
3237,2657,3,342,13,27,2719
3238,2657,3,400,13,27,2719
3239,2658,3,629,850,1486,2720
3240,2659,3,429,786,1332,2721
3241,2660,3,405,851,1107,2722
3242,2622,3,401,108,1487,2683
3243,2093,3,401,290,1122,2145
3244,2661,3,630,6,1488,2723
3245,2662,3,400,852,21,2724
3246,2662,3,342,852,21,2724
3247,2663,3,405,853,1489,2725
3248,2664,3,631,177,1490,2726
3249,2074,3,398,718,1085,2126
3250,2093,3,401,290,1127,2145
3251,2665,3,342,35,21,2727
3252,2665,3,400,35,21,2727
3253,2074,3,403,718,1089,2126
3254,2666,3,482,116,1491,2728
3255,2667,3,631,36,1492,2729
3256,2668,3,632,426,1493,2730
3257,2669,3,572,7,1494,2731
3258,2670,3,633,108,1495,2732
3259,2671,3,634,36,1496,2733
3260,2672,3,605,25,1427,2734
3261,2673,3,594,301,1497,2735
3262,2662,3,400,852,27,2724
3263,2662,3,342,852,27,2724
3264,2674,3,410,854,1498,2736
3265,2675,3,635,855,1499,2737
3266,2676,3,591,4,1500,2738
3267,2677,3,400,104,2,2739
3268,2677,3,342,104,2,2739
3269,2534,3,342,28,10,2595
3270,2534,3,400,28,10,2595
3271,2678,3,598,12,1409,2740
3272,2679,3,402,36,1088,2741
3273,2680,3,463,188,1501,2742
3274,2093,3,401,290,1122,2145
3275,2093,3,401,290,1234,2145
3276,2681,3,405,856,1502,2743
3277,2682,3,636,857,1503,2744
3278,2683,3,405,47,1504,2745
3279,2684,3,471,36,1173,2746
3280,2685,3,532,116,1505,2747
3281,2093,3,401,290,1506,2145
3282,2686,3,609,383,1507,2748
3283,2687,3,637,858,1508,2749
3284,2688,3,400,36,21,2750
3285,2688,3,342,36,21,2750
3286,2316,3,524,36,1258,2370
3287,2687,3,637,858,1508,2749
3288,2534,3,342,28,2,2595
3289,2534,3,400,28,2,2595
3290,2689,3,508,859,1451,2751
3291,2690,3,638,396,1509,2752
3292,2565,3,400,166,21,2626
3293,2565,3,342,166,21,2626
3294,2551,3,514,25,1237,2612
3295,2691,3,405,374,1112,2753
3296,2692,3,404,21,1510,2754
3297,2693,3,400,5,27,2755
3298,2622,3,401,108,1511,2683
3299,2694,3,412,391,1133,2756
3300,2695,3,412,758,1133,2757
3301,2074,3,398,730,1085,2163
3302,2696,3,609,232,1512,2758
3303,2074,3,403,730,1089,2163
3304,2697,3,408,432,1513,2759
3305,2698,3,400,36,21,2760
3306,2699,3,639,860,1514,2761
3307,2698,3,342,36,21,2760
3308,2377,3,548,45,1306,2431
3309,2151,3,400,28,21,2204
3310,2700,3,640,861,1515,2762
3311,2701,3,405,729,1107,2763
3312,2534,3,342,28,27,2595
3313,2534,3,400,28,27,2595
3314,2702,3,633,862,1516,2764
3315,2350,3,405,863,1517,2765
3316,2100,3,421,864,1110,2766
3317,2100,3,422,864,1110,2766
3318,2100,3,423,864,1110,2766
3319,2100,3,420,864,1110,2766
3320,2100,3,421,864,1110,2766
3321,2100,3,424,864,1110,2766
3322,2100,3,420,864,1110,2766
3323,2100,3,424,864,1110,2766
3324,2100,3,422,864,1110,2766
3325,2100,3,423,864,1110,2766
3326,2703,3,641,45,1518,2767
3327,2704,3,463,865,1519,2768
3328,2705,3,642,108,1520,2769
3329,2706,3,569,783,1344,2770
3330,2680,3,463,188,1521,2742
3331,2707,3,529,36,1270,2771
3332,2708,3,482,79,1187,2772
3333,2709,3,643,148,1522,2773
3334,2710,3,502,5,1523,2774
3335,2711,3,405,694,1336,2775
3336,2712,3,644,36,1524,2776
3337,2622,3,401,108,1525,2683
3338,2622,3,401,108,1526,2683
3339,2713,3,342,866,10,2777
3340,2713,3,400,866,10,2777
3341,2714,3,457,188,288,2778
3342,2715,3,594,4,1527,2779
3343,2534,3,342,28,1528,2595
3344,2714,3,400,188,288,2778
3345,2534,3,400,28,1528,2595
3346,2716,3,404,144,1529,2780
3347,2717,3,645,369,1530,2781
3348,2105,3,435,318,1131,2782
3349,2714,3,342,188,288,2778
3350,2714,3,495,188,288,2778
3351,2718,3,418,4,1531,2783
3352,2719,3,646,36,1532,2784
3353,2720,3,405,867,1166,2785
3354,2721,3,418,4,1533,2786
3355,2622,3,401,108,1534,2683
3356,2722,3,419,288,1535,2787
3357,2723,3,447,13,1536,2788
3358,2724,3,532,868,1537,2789
3359,2725,3,524,36,1538,2790
3360,2669,3,572,7,1494,2731
3361,2726,3,510,276,1539,2791
3362,2727,3,400,869,2,2792
3363,2728,3,400,28,21,2793
3364,2728,3,342,28,21,2793
3365,2729,3,496,870,1540,2794
3366,2705,3,642,108,1520,2769
3367,2730,3,483,871,19,2795
3368,2695,3,514,758,1237,2757
3369,2731,3,404,34,1541,2796
3370,2732,3,590,872,1392,2797
3371,2733,3,647,21,1542,2798
3372,2734,3,501,873,1543,2799
3373,2735,3,400,13,21,2800
3374,2736,3,605,13,1427,2801
3375,2074,3,398,730,1085,2163
3376,2735,3,342,13,21,2800
3377,2565,3,400,166,21,2626
3378,2565,3,342,166,21,2626
3379,2155,3,454,36,1544,2208
3380,2074,3,403,730,1089,2163
3381,2440,3,554,207,1545,2802
3382,2737,3,404,631,1546,2803
3383,2738,3,342,7,2,2804
3384,2738,3,400,7,2,2804
3385,2739,3,520,4,1547,2805
3386,2740,3,418,27,1548,2806
3387,2741,3,400,36,21,2807
3388,2741,3,342,36,21,2807
3389,2742,3,648,160,1549,2808
3390,2743,3,408,874,1222,2809
3391,2705,3,642,108,1520,2769
3392,2744,3,542,16,1294,2810
3393,2074,3,398,718,1085,2126
3394,2745,3,405,875,1550,2811
3395,2074,3,403,718,1089,2126
3396,2746,3,405,876,1551,2812
3397,2254,3,506,288,1220,2307
3398,2155,3,454,36,1544,2208
3399,2747,3,428,108,1552,2813
3400,2748,3,412,315,1133,2814
3401,2749,3,404,877,1090,2815
3402,2750,3,649,786,1553,2816
3403,2751,3,471,7,1173,2817
3404,2752,3,405,761,1554,2818
3405,2753,3,605,290,1427,2819
3406,2283,3,650,240,1555,2337
3407,2754,3,651,221,1556,2820
3408,2755,3,652,108,1557,2821
3409,2283,3,650,240,1558,2337
3410,2756,3,402,36,1088,2822
3411,2757,3,491,4,1559,2823
3412,2758,3,405,268,1098,2824
3413,2759,3,653,99,833,2825
3414,2760,3,342,227,21,2826
3415,2760,3,400,227,21,2826
3416,2761,3,400,832,319,2827
3417,2761,3,342,832,319,2827
3418,2762,3,400,99,21,2828
3419,2762,3,342,99,21,2828
3420,2763,3,485,878,1430,2829
3421,2764,3,400,28,2,2830
3422,2764,3,342,28,2,2830
3423,2765,3,654,782,1560,2831
3424,2074,3,398,730,1085,2163
3425,2074,3,403,730,1089,2163
3426,2766,3,514,190,1237,2832
3427,2767,3,404,34,1561,2833
3428,2768,3,603,13,1562,2834
3429,2769,3,427,108,1563,2835
3430,2770,3,617,879,1445,2836
3431,2771,3,447,45,1564,2837
3432,2772,3,655,555,81,2838
3433,2213,3,398,148,1085,2266
3434,2773,3,405,880,1565,2839
3435,2774,3,486,54,1350,2840
3436,2775,4,656,711,1566,2841
3437,2776,4,657,7,1567,2842
3438,2777,4,657,166,1568,2843
3439,2778,4,657,36,1569,2844
3440,2779,4,658,881,1570,2845
3441,2780,4,657,882,1571,2846
3442,2781,4,657,669,1572,2847
3443,2782,4,659,883,1573,2848
3444,2783,4,657,884,1574,2849
3445,2784,4,660,4,81,2850
3446,2785,4,657,885,1575,2851
3447,2786,4,661,34,81,2852
3448,2787,4,662,188,1576,2853
3449,2788,4,657,886,1577,2854
3450,2789,4,657,13,1578,2855
3451,2790,4,657,12,1578,2856
3452,2791,4,657,887,1579,2857
3453,2792,4,663,888,1580,2858
3454,2792,4,664,888,1580,2858
3455,2793,4,665,889,1581,2859
3456,2794,4,666,890,27,2860
3457,2795,4,657,891,1575,2861
3458,2796,4,667,28,1582,2862
3459,2797,4,668,892,1583,2863
3460,2798,4,657,893,1584,2864
3461,2799,4,669,894,1585,2865
3462,2800,4,670,592,1586,2866
3463,2801,4,670,592,1586,2867
3464,2802,4,663,895,1580,2868
3465,2802,4,664,895,1580,2868
3466,2803,4,670,896,1587,2869
3467,2804,4,663,897,1580,2870
3468,2804,4,664,897,1580,2870
3469,2805,4,671,898,1588,2871
3470,2806,4,657,899,1568,2872
3471,2807,4,672,54,1589,2873
3472,2808,4,657,900,1590,2874
